"YEAR","CASEID","SERIAL","REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","PERNUM","LINENO","DAY","WT06","AGE","SEX","RACE","HISPAN","ASIAN","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK"
2023,20230505232271,3789,3,4,5,2,1,1,2,3,2,1,1,7,15629963.30340400,36,1,100,243,999,1,12,1,0,999,1,46,644.0,1,34,2,100,243,21,1,27,99999.98,1,1,70,0,0,0,60,3,197,635,0,0,370
2023,20230505232295,3790,4,14,4,1,1,1,1,14,3,1,1,4,16588608.46601700,42,2,100,100,999,1,30,1,0,999,1,60,1019.23,1,51,1,100,250,30,1,45,99999.98,1,0,0,0,0,0,40,30,152,458,0,0,760
2023,20230505232317,3791,3,7,1,1,0,1,0,999,1,1,1,1,2725117.138725000,72,2,100,100,999,4,32,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,60,615,360,360,0,45,0
2023,20230505232325,3792,2,3,1,2,0,1,0,999,1,1,1,1,3572565.595444000,80,2,100,220,999,4,11,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,180,30,0,990,0,240,0
2023,20230505232326,3793,3,9,2,1,0,1,0,999,2,1,1,2,8568424.246414000,80,1,110,100,999,1,21,5,99,999,99,9999,99999.99,1,80,2,110,100,40,3,999,99999.98,1,0,0,0,0,0,120,35,676,509,0,100,0
2023,20230505232328,3794,1,16,2,1,0,1,0,999,2,1,1,4,6836110.496952000,72,1,100,100,999,1,42,1,0,999,2,15,923.07,1,73,2,100,100,41,3,999,99999.98,1,0,11,75,0,0,200,175,259,510,30,0,180
2023,20230505232335,3795,1,15,2,1,1,1,1,8,1,1,1,2,6792086.525034000,38,2,100,100,999,4,40,1,1,999,1,45,1826.92,3,999,99,9999,9999,999,99,999,99999.99,1,0,50,0,0,0,65,250,289,716,70,0,0
2023,20230505232340,3796,3,16,4,1,1,1,2,11,2,1,1,2,17577124.19288900,46,1,100,100,999,1,41,1,0,999,1,50,2884.61,1,49,2,100,100,40,1,40,1923.07,1,0,0,0,0,0,120,180,600,540,0,0,0
2023,20230603230582,3797,4,16,4,1,1,1,2,13,2,1,1,7,11679432.08589300,16,2,100,100,999,6,15,1,0,999,2,10,288.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,80,0,200,755,62,0,343
2023,20230603230685,3798,2,16,2,1,0,1,0,999,2,1,1,5,7804406.616707000,66,2,100,100,999,1,40,5,99,999,99,9999,99999.99,1,65,1,100,100,30,6,999,2884.61,1,0,0,0,0,0,320,520,60,540,0,0,0
2023,20230603230750,3799,3,16,2,1,0,1,0,999,2,1,1,7,3943650.584135000,70,1,100,100,999,1,40,5,99,999,99,9999,99999.99,1,71,2,100,100,40,4,999,99999.98,1,0,0,0,0,0,120,60,670,590,0,0,0
2023,20230603231242,3800,1,13,5,1,1,1,3,7,2,1,1,6,15457257.09542700,43,2,100,100,999,1,32,1,1,999,1,55,557.69,1,42,1,100,100,41,1,60,1346.15,1,0,299,0,0,0,30,0,104,540,0,0,427
2023,20230603231720,3801,3,15,2,1,0,1,0,999,2,1,1,1,2381658.733148000,74,1,100,100,999,1,42,5,99,999,99,9999,99999.99,1,73,2,100,100,41,4,999,99999.98,1,0,0,0,0,0,30,240,450,571,0,0,0
2023,20230603231986,3802,1,16,4,1,0,1,0,999,4,1,1,7,5654197.283676000,61,2,100,100,999,1,41,1,0,999,1,40,99999.99,1,63,1,100,100,41,1,40,2884.61,1,0,0,0,0,0,125,660,175,420,60,0,0
2023,20230603232004,3803,4,10,3,1,0,1,0,999,3,1,1,1,5567010.749712000,59,1,120,100,999,4,30,1,0,999,1,40,920.0,1,63,2,120,100,32,1,40,507.0,1,96,0,0,0,0,30,0,470,450,0,0,490
2023,20230603232239,3804,4,9,2,1,0,1,0,999,2,1,1,6,13780022.15251000,48,1,131,100,20,1,40,4,99,999,99,9999,99999.99,1,47,2,131,100,40,1,40,2884.61,1,0,0,0,0,0,30,0,444,420,80,0,466
2023,20230603232366,3805,2,14,8,1,1,1,6,4,2,1,1,5,28283103.85419800,17,2,201,100,999,6,16,1,0,999,2,25,275.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,40,0,520,588,0,0,292
2023,20230604230047,3806,3,16,2,2,0,1,0,999,2,1,1,1,4677427.139050000,55,1,100,100,999,1,42,1,0,999,1,55,2884.61,1,33,1,100,100,43,1,45,1634.61,1,0,0,0,30,0,60,65,675,550,60,0,0
2023,20230604230062,3807,1,8,1,2,0,1,0,999,1,1,1,3,6181093.782348000,73,2,110,100,999,4,31,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,2,0,0,0,45,0,25,0,714,441,0,120,0
2023,20230604230065,3808,3,13,2,1,0,1,0,999,2,1,1,6,24083693.13189200,58,1,100,100,999,4,21,1,0,999,1,9995,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,1,60,54,1,0,40,1,789,495,0,0,0
2023,20230604230118,3809,2,5,2,2,0,1,0,999,2,1,1,5,28847144.82647200,21,2,100,100,999,6,40,1,1,999,1,45,96.15,3,999,99,9999,9999,999,99,999,99999.99,2,1,0,0,10,0,60,210,140,1020,0,0,0
2023,20230604230122,3810,4,16,4,1,1,1,1,14,3,1,1,5,22033725.33591100,18,2,131,100,30,6,30,4,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,520,150,50,100,605,15,0,0
2023,20230604230168,3811,3,15,2,1,0,1,0,999,2,1,1,1,10831086.44495100,25,2,100,100,999,6,30,1,0,999,1,40,898.8,2,28,1,100,100,21,1,60,1692.3,1,0,0,0,0,0,125,10,545,760,0,0,0
2023,20230604230202,3812,2,14,4,1,1,1,2,16,2,1,1,3,33039356.44588800,16,2,100,100,999,6,13,1,0,999,2,25,275.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,140,0,0,60,105,130,605,400,0,0,0
2023,20230604230241,3813,4,13,2,1,0,1,0,999,2,1,1,2,30200953.51378700,24,2,100,100,999,6,21,1,0,999,2,25,1730.76,1,34,1,100,100,21,1,35,99999.98,1,0,0,0,0,0,100,300,330,710,0,0,0
2023,20230604230313,3814,4,13,4,2,1,5,1,2,3,1,1,7,11674455.56531700,24,2,100,210,999,6,30,1,0,999,1,38,798.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,30,0,0,0,120,0,30,760,0,0,500
2023,20230604230317,3815,2,16,6,1,1,1,3,8,3,1,1,7,9293279.131990000,21,2,100,100,999,6,30,1,0,999,2,20,650.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,180,0,540,720,0,0,0
2023,20230604230534,3816,3,12,4,2,1,1,2,2,2,1,1,1,9869934.849190000,30,2,100,243,999,1,21,1,0,999,1,50,850.0,1,29,1,100,243,21,1,99,1384.0,1,0,210,0,0,0,20,70,120,780,240,0,0
2023,20230604230541,3817,3,15,4,1,1,1,2,4,2,1,1,7,4338462.222524000,35,1,100,100,999,1,41,1,0,999,1,40,2038.46,1,36,2,100,210,30,3,999,99999.98,1,0,0,0,0,0,90,195,510,645,0,0,0
2023,20230604230566,3818,4,16,2,1,0,1,0,999,2,1,1,6,21577580.45125200,48,1,100,210,999,6,40,1,0,999,1,40,99999.99,1,55,1,100,100,40,1,40,2000.0,1,0,0,0,0,0,50,20,122,621,0,0,627
2023,20230604230583,3819,3,1,1,1,0,1,0,999,1,1,1,7,3288606.536918000,63,1,100,100,999,6,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,75,95,461,639,101,0,0
2023,20230604230588,3820,4,15,2,1,0,1,0,999,2,1,1,5,12351329.11920900,44,1,100,100,999,1,41,1,0,999,1,40,946.4,1,45,2,100,100,40,1,40,961.53,1,0,0,0,0,0,140,60,290,480,50,0,420
2023,20230604230634,3821,3,10,2,1,0,1,0,999,2,1,1,5,5717068.045234000,70,2,100,100,999,1,32,1,0,999,2,6,99999.99,1,71,1,100,100,40,4,999,99999.98,1,1,0,0,0,0,145,220,60,565,310,140,0
2023,20230604230649,3822,2,15,1,2,0,1,0,999,1,1,1,7,3197610.347406000,55,1,100,100,999,6,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,45,60,235,665,63,0,322
2023,20230604230654,3823,2,13,1,1,0,1,0,999,1,1,1,5,15385086.94058300,44,2,100,100,999,6,41,1,0,999,1,45,1075.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,0,15,263,512,50,0,600
2023,20230604230725,3824,2,14,5,1,1,1,2,9,3,1,1,7,12185818.92585100,40,1,100,100,999,1,21,1,0,999,1,48,830.76,1,43,2,100,100,21,3,999,99999.98,1,0,0,0,0,0,54,43,593,620,130,0,0
2023,20230604230742,3825,4,16,2,1,0,1,0,999,2,1,1,7,5422344.852634000,50,2,100,100,999,1,40,1,0,999,1,50,2884.61,1,50,1,100,100,40,1,50,2884.61,1,0,0,0,60,0,30,135,641,480,94,0,0
2023,20230604230760,3826,2,16,1,1,0,1,0,999,1,1,1,7,3446228.400717000,75,2,100,100,999,1,41,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,90,120,480,660,90,0,0
2023,20230604230765,3827,3,16,4,1,1,1,2,14,2,1,1,2,21409259.26800000,44,2,100,100,999,1,41,1,0,999,2,9995,99999.99,1,45,1,100,100,41,1,50,2884.61,1,0,184,0,0,0,45,160,135,591,100,120,105
2023,20230604230768,3828,2,15,2,1,0,1,0,999,2,1,1,1,2936655.668288000,75,1,100,100,999,1,40,5,99,999,99,9999,99999.99,1,68,2,100,100,21,4,999,99999.98,1,0,0,0,0,0,180,0,500,600,160,0,0
2023,20230604230772,3829,2,8,3,2,0,1,0,999,3,1,1,6,25703995.80191200,59,2,100,100,999,1,21,1,0,999,1,40,615.38,1,52,2,100,100,17,3,999,99999.98,2,0,0,0,0,0,116,15,272,452,70,0,515
2023,20230604230784,3830,1,14,1,2,0,1,0,999,1,1,1,7,4370143.547702000,26,2,100,210,999,6,40,1,1,999,1,43,2884.61,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,50,50,710,630,0,0,0
2023,20230604230821,3831,3,16,2,1,0,1,0,999,2,1,1,4,13855852.03937700,51,1,100,100,999,1,40,1,0,999,1,50,1634.61,1,46,2,100,100,40,1,50,0.0,1,0,0,0,0,0,60,0,0,380,100,0,900
2023,20230604230823,3832,2,9,2,1,0,1,0,999,2,1,1,1,4965935.221737000,64,2,100,100,999,1,20,5,99,999,99,9999,99999.99,1,68,1,100,100,20,5,999,99999.98,1,0,0,0,0,0,10,110,240,945,135,0,0
2023,20230604230824,3833,1,16,3,1,0,1,0,999,3,1,1,5,7732451.006500000,55,2,100,100,999,1,40,1,1,999,1,9995,1538.46,1,53,1,100,100,41,1,40,1826.92,1,1,0,0,10,0,100,10,120,415,0,0,490
2023,20230604230834,3834,3,14,2,2,0,1,0,999,2,1,1,7,24201930.60738400,25,1,110,100,999,6,21,1,0,999,1,80,1764.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,10,0,600,780,50,0,0
2023,20230604230848,3835,2,16,4,1,1,1,2,5,2,1,1,1,5991096.842751000,46,1,100,100,999,1,40,1,0,999,1,40,1923.05,1,43,2,100,100,40,1,995,1190.47,1,0,45,0,0,0,60,600,255,480,0,0,0
2023,20230604230866,3836,4,7,1,1,0,1,0,999,1,1,1,7,2024106.839877000,85,1,100,244,999,3,30,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,40,0,25,360,440,510,25,0,0
2023,20230604230869,3837,1,14,2,1,0,1,0,999,2,1,1,7,5571350.113617000,35,2,100,100,999,6,41,1,0,999,1,35,1634.61,2,40,1,100,100,40,1,40,2115.38,1,0,0,20,0,0,275,0,505,610,25,0,5
2023,20230604230881,3838,3,16,2,1,0,1,0,999,2,1,1,5,18452159.55706300,37,2,100,100,999,1,41,1,0,999,1,40,1260.0,1,43,1,100,100,30,1,40,2192.3,1,1,0,0,30,0,50,170,90,510,98,0,492
2023,20230604230885,3839,3,13,4,1,0,1,0,999,4,1,1,7,7222595.591850000,85,1,100,100,999,1,40,5,99,999,99,9999,99999.99,1,80,2,100,100,32,5,999,99999.98,2,0,50,0,0,0,120,195,335,705,35,0,0
2023,20230604230895,3840,4,14,4,1,1,1,3,5,1,1,1,7,3649793.357063000,47,2,100,100,999,6,31,1,0,999,2,24,1120.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,30,0,0,0,130,72,405,646,37,0,0
2023,20230604230941,3841,2,16,3,2,1,1,1,1,2,1,1,7,8074898.631198000,32,2,131,100,20,1,43,1,0,999,1,40,2884.61,1,35,1,131,100,43,1,40,1826.0,1,0,330,0,60,0,60,210,300,480,0,0,0
2023,20230604230958,3842,3,15,2,1,0,1,0,999,2,1,1,1,3737730.251107000,33,1,100,100,999,1,30,1,1,999,1,9995,1250.0,1,35,2,100,100,31,1,40,760.0,1,0,0,0,0,0,0,0,0,0,0,0,1440
2023,20230604230965,3843,3,16,4,1,0,1,0,999,4,1,1,3,43075051.54419600,28,1,131,100,10,6,40,1,0,999,1,45,1634.61,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,135,0,255,630,0,0,405
2023,20230604230967,3844,2,15,2,1,0,1,0,999,2,1,1,7,3187759.555403000,75,1,100,100,999,3,32,1,0,999,2,24,600.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,0,100,770,570,0,0,0
2023,20230604230968,3845,3,14,2,1,0,1,0,999,2,1,1,7,4652484.370234000,50,1,120,100,999,1,31,1,0,999,1,40,865.38,1,43,2,100,100,32,5,999,99999.98,1,0,0,0,0,0,82,255,193,520,330,60,0
2023,20230604231027,3846,3,16,3,1,0,1,0,999,3,1,1,7,12771767.37779500,39,2,100,100,999,1,31,1,0,999,1,45,826.92,1,48,1,100,100,31,1,49,2560.0,1,0,0,0,0,0,0,120,540,390,45,0,345
2023,20230604231075,3847,3,15,2,1,0,1,0,999,2,1,1,3,9883977.341614000,67,2,100,100,999,1,40,5,99,999,99,9999,99999.99,1,64,2,100,100,40,1,40,1730.76,1,1,0,80,0,0,30,90,640,600,0,0,0
2023,20230604231111,3848,1,11,3,2,1,1,1,9,2,1,1,7,13428195.71289900,26,1,100,100,999,1,21,1,0,999,1,50,760.0,1,27,2,100,100,21,1,40,900.0,1,0,0,70,0,0,170,60,233,632,275,0,0
2023,20230604231154,3849,2,15,4,1,1,1,2,8,2,1,1,7,4242852.161389000,44,2,100,100,999,1,30,5,99,999,99,9999,99999.99,1,42,1,100,100,30,1,50,2250.0,1,1,355,0,0,0,45,285,195,560,0,0,0
2023,20230604231156,3850,3,14,4,1,0,1,0,999,4,1,1,5,54284770.08256200,56,1,100,210,999,1,13,1,0,999,1,40,903.72,1,61,2,100,210,13,1,40,400.0,1,0,0,0,10,0,75,31,60,520,0,0,720
2023,20230604231168,3851,3,12,3,1,0,1,0,999,3,1,1,7,11073880.56557100,74,2,131,100,10,3,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,420,75,180,570,0,150,0
2023,20230604231174,3852,2,11,2,1,0,1,0,999,2,1,1,2,5455808.875333000,80,1,100,100,999,1,31,5,99,999,99,9999,99999.99,1,80,2,100,100,21,3,999,99999.98,1,0,0,0,0,0,70,60,270,620,305,0,0
2023,20230604231216,3853,1,6,2,2,0,1,0,999,2,1,1,7,10284973.89655600,61,1,200,241,999,2,15,1,0,999,2,34,600.0,3,999,99,9999,9999,999,99,999,99999.99,1,1,0,0,0,0,45,195,510,630,0,0,60
2023,20230604231267,3854,2,16,4,1,1,1,2,7,2,1,1,1,5487910.227721000,48,1,100,100,999,1,31,5,99,999,99,9999,99999.99,1,48,2,100,100,41,1,40,2884.61,1,0,30,0,0,0,60,570,180,600,0,0,0
2023,20230604231268,3855,3,15,1,1,0,5,0,999,1,1,1,6,5370454.042009000,72,2,100,100,999,3,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,50,70,679,581,60,0,0
2023,20230604231271,3856,4,16,2,1,0,1,0,999,2,1,1,6,10826276.90285500,61,1,100,100,999,1,40,1,0,999,1,45,2115.38,1,61,2,131,100,40,1,40,2738.0,1,0,0,0,0,0,120,10,225,540,0,0,545
2023,20230604231346,3857,3,16,2,1,0,1,0,999,2,1,1,1,5688114.820640000,66,2,100,100,999,1,32,1,0,999,2,32,700.0,1,75,1,100,100,41,3,999,99999.98,1,1,5,0,30,0,15,95,630,575,0,90,0
2023,20230604231368,3858,2,15,4,1,1,1,2,5,2,1,1,5,20128140.52967700,31,2,100,100,999,1,32,1,0,999,1,40,865.38,1,42,1,100,100,41,1,40,1346.15,1,1,25,0,20,0,48,67,225,600,0,0,455
2023,20230604231374,3859,3,15,2,1,0,1,0,999,2,1,1,7,3079610.815901000,78,1,100,100,999,1,42,1,0,999,1,9995,99999.99,1,78,2,100,100,41,3,999,99999.98,1,0,0,0,0,0,130,100,140,420,0,0,650
2023,20230604231381,3860,2,15,2,1,0,1,0,999,2,1,1,1,5698784.698289000,71,2,100,100,999,1,21,5,99,999,99,9999,99999.99,1,75,1,100,100,30,1,10,99999.98,1,0,0,0,0,0,45,50,535,810,0,0,0
2023,20230604231391,3861,3,16,1,1,0,1,0,999,1,1,1,6,5950923.711697000,85,2,110,100,999,6,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,90,0,120,135,180,825,90,0,0
2023,20230604231418,3862,4,13,2,1,0,1,0,999,2,1,1,1,3096628.457935000,72,1,100,100,999,1,32,5,99,999,99,9999,99999.99,1,69,2,100,100,30,3,999,99999.98,2,96,0,0,0,0,60,270,480,630,0,0,0
2023,20230604231424,3863,3,12,1,1,0,1,0,999,1,1,1,4,13776462.46175800,80,1,100,100,999,4,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,2,0,0,0,3,0,101,225,315,690,106,0,0
2023,20230604231433,3864,1,14,6,1,1,1,1,7,5,1,1,6,35809123.66261800,39,1,110,100,999,6,41,1,0,999,1,40,1634.61,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,115,90,180,525,0,0,530
2023,20230604231459,3865,4,13,2,1,0,1,0,999,2,1,1,6,14646959.47104700,62,2,100,100,999,1,21,1,0,999,1,40,99999.99,1,58,1,100,100,21,1,55,99999.98,1,1,0,45,0,0,150,240,65,670,0,0,270
2023,20230604231494,3866,3,12,2,1,0,1,0,999,2,1,1,7,4055681.017672000,31,1,100,100,999,1,32,1,0,999,1,45,2416.66,1,28,2,100,100,40,2,40,1487.3,1,1,0,509,0,0,140,0,226,548,17,0,0
2023,20230604231537,3867,4,16,2,1,0,1,0,999,2,1,1,3,11126574.94977200,64,2,100,100,999,1,40,1,0,999,1,40,826.92,1,56,1,100,100,41,1,40,2884.61,1,0,0,0,0,0,70,45,230,655,27,0,413
2023,20230604231544,3868,3,12,4,1,0,1,0,999,4,1,1,1,4167790.024958000,78,1,100,100,999,1,30,5,99,999,99,9999,99999.99,1,69,2,100,100,21,3,999,99999.98,1,0,0,0,0,0,30,120,690,600,0,0,0
2023,20230604231547,3869,3,4,1,1,0,1,0,999,1,1,1,6,22933850.68483000,58,1,100,100,999,3,20,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,1,0,30,55,719,585,20,30,0
2023,20230604231573,3870,4,15,2,1,0,1,0,999,2,1,1,3,24314489.43687500,41,1,100,210,999,1,40,1,0,999,1,45,2884.61,1,38,2,131,100,40,1,45,2353.84,1,0,0,0,0,0,75,60,210,630,0,0,450
2023,20230604231613,3871,4,9,1,2,0,1,0,999,1,1,1,7,5378999.665561000,78,2,110,100,999,3,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,60,0,805,575,0,0,0
2023,20230604231632,3872,3,15,2,1,0,1,0,999,2,1,1,7,3415444.735364000,72,2,100,100,999,1,40,5,99,999,99,9999,99999.99,1,80,1,100,100,41,4,999,99999.98,1,1,50,0,0,0,105,122,305,858,0,0,0
2023,20230604231637,3873,1,16,4,1,1,1,2,7,2,1,1,7,5589810.126321000,40,2,100,100,999,1,40,1,0,999,1,40,1750.0,1,43,1,100,100,40,1,70,2884.61,1,1,120,0,0,0,20,295,450,480,0,0,0
2023,20230604231639,3874,4,15,5,1,1,1,3,5,2,1,1,4,12044641.89909800,37,2,100,100,999,1,41,2,0,4,1,40,1640.0,1,44,1,100,100,41,2,40,1730.76,1,0,0,0,0,0,30,180,690,540,0,0,0
2023,20230604231663,3875,3,12,3,1,0,1,0,999,3,1,1,4,14809769.74357500,80,1,110,100,999,1,32,5,99,999,99,9999,99999.99,1,66,2,110,100,30,1,40,1346.0,1,0,0,0,0,0,90,0,720,630,0,0,0
2023,20230604231687,3876,1,12,2,1,0,1,0,999,2,1,1,6,9421417.969418000,85,2,100,100,999,3,41,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,80,30,610,660,0,0,0
2023,20230604231719,3877,2,11,1,2,0,1,0,999,1,1,1,7,4995349.157531000,53,1,110,100,999,4,21,1,0,999,1,46,937.5,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,225,360,600,255,0,0,0
2023,20230604231761,3878,1,5,1,1,0,1,0,999,1,1,1,1,5518634.653745000,72,1,100,100,999,4,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,40,120,950,330,0,0,0
2023,20230604231784,3879,3,15,4,1,1,1,2,0,2,1,1,5,14095610.13197500,33,1,100,100,999,1,40,1,0,999,1,40,1000.0,1,33,2,100,100,40,1,40,1000.0,1,1,110,0,0,0,30,15,60,610,0,0,615
2023,20230604231786,3880,2,14,3,1,1,1,1,11,2,1,1,7,6025310.829591000,56,2,100,244,999,1,41,1,0,999,2,27,900.0,1,57,1,100,244,43,2,35,980.0,1,0,0,0,0,0,35,170,295,595,180,0,0
2023,20230604231822,3881,1,12,1,1,0,1,0,999,1,1,1,7,5444872.870200000,72,1,110,100,999,4,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,120,0,0,45,105,615,555,0,0,0
2023,20230604231828,3882,4,9,1,1,0,1,0,999,1,1,1,5,12444846.76070500,65,1,100,100,999,4,21,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,1,0,360,0,0,140,100,390,450,0,0,0
2023,20230604231872,3883,3,7,2,1,0,1,0,999,2,1,1,7,5151492.396233000,78,1,100,100,999,1,21,5,99,999,99,9999,99999.99,1,80,2,100,100,30,4,999,99999.98,1,0,0,0,0,0,150,250,650,390,0,0,0
2023,20230604231929,3884,1,11,3,1,0,1,0,999,3,1,1,7,7014398.932198000,41,2,100,100,999,6,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,1,15,0,0,0,30,60,735,600,0,0,0
2023,20230604231930,3885,1,16,3,2,0,1,0,999,2,1,1,7,7256892.144713000,47,2,110,220,999,1,41,1,0,999,1,70,2884.61,1,46,1,110,100,40,1,50,2019.23,1,0,0,0,0,0,50,0,490,570,300,0,30
2023,20230604231947,3886,1,16,2,1,0,1,0,999,2,1,1,7,9173742.519753000,63,1,100,100,999,1,21,1,0,999,2,8,99999.99,1,60,2,100,100,21,1,40,1600.0,1,0,0,0,0,0,80,40,790,440,85,0,0
2023,20230604231959,3887,3,15,7,1,1,1,4,1,3,1,1,5,43268886.04385400,35,1,100,210,999,1,30,1,0,999,1,55,2500.0,1,34,2,100,210,30,3,999,99999.98,1,1,0,0,0,0,90,90,100,480,20,0,660
2023,20230604231982,3888,1,12,4,1,1,1,2,5,2,1,1,7,5258736.628604000,53,2,100,100,999,4,40,5,99,999,99,9999,99999.99,1,49,1,100,100,40,3,999,99999.98,2,1,135,0,0,0,120,345,180,660,0,0,0
2023,20230604231989,3889,3,5,1,1,0,1,0,999,1,1,1,7,2886347.071684000,75,2,100,230,999,3,12,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,25,285,180,950,0,0,0
2023,20230604231997,3890,1,9,4,1,1,1,2,7,2,1,1,6,20634944.73563100,41,2,131,100,10,1,21,1,0,999,1,40,867.2,1,43,1,131,100,14,1,40,865.0,1,0,25,0,0,0,60,15,165,570,0,0,545
2023,20230604232014,3891,2,12,2,1,0,1,0,999,2,1,1,7,3303172.265250000,80,1,100,100,999,1,30,1,0,999,2,4,634.61,1,74,2,100,100,21,3,999,99999.98,2,0,0,0,0,0,30,157,689,421,143,0,0
2023,20230604232025,3892,4,16,3,1,1,1,1,13,2,1,1,6,15200057.80085200,50,2,100,100,999,1,40,1,0,999,1,45,1826.92,1,50,1,100,100,41,1,50,2884.61,1,0,80,0,0,0,100,45,135,510,25,0,545
2023,20230604232038,3893,2,15,3,2,1,1,1,1,2,1,1,1,8301711.976067000,37,1,100,100,999,1,21,1,0,999,2,25,2272.72,1,33,2,100,100,21,1,25,587.5,1,0,350,0,0,0,30,205,185,540,130,0,0
2023,20230604232061,3894,3,7,1,2,0,1,0,999,1,1,1,7,4677006.457997000,44,2,110,100,999,6,40,1,0,999,1,50,2884.61,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,0,1,0,914,0,0,525
2023,20230604232074,3895,1,9,2,1,0,1,0,999,2,1,1,1,4272484.769775000,56,1,100,100,999,4,40,5,99,999,99,9999,99999.99,3,999,99,9999,9999,999,99,999,99999.99,1,1,21,0,0,0,100,75,649,540,55,0,0
2023,20230604232085,3896,2,1,4,3,1,1,3,11,1,1,1,1,6146374.910084000,57,2,100,210,999,5,10,1,0,999,1,35,560.0,3,999,99,9999,9999,999,99,999,99999.99,1,0,0,0,0,0,120,780,0,540,0,0,0
2023,20230604232093,3897,4,15,2,1,0,1,0,999,2,1,1,7,5084526.556400000,40,1,131,100,30,1,40,5,99,999,99,9999,99999.99,1,46,1,100,100,40,5,999,1153.84,1,0,0,0,0,0,60,195,405,780,0,0,0
2023,20230604232096,3898,3,15,3,2,0,1,0,999,3,1,1,3,26291390.83108700,27,2,100,210,999,1,40,1,0,999,1,40,1634.61,1,30,1,100,210,40,1,40,1288.46,1,1,0,0,60,0,100,110,385,383,102,0,300
2023,20230604232121,3899,4,6,4,2,0,1,0,999,2,1,1,3,13364522.42193200,58,2,100,210,999,1,14,5,99,999,99,9999,99999.99,1,50,1,100,210,14,1,40,99999.98,1,0,0,0,0,0,30,400,330,680,0,0,0
2023,20230604232176,3900,4,2,5,2,1,1,3,11,2,1,1,4,31796339.21054100,49,2,100,210,999,1,20,5,99,999,99,9999,99999.99,1,41,1,100,243,12,1,40,99999.98,1,0,47,0,1,0,290,105,78,644,170,105,0
